Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn);Minimumstemperatur (døgn);Maksimumstemperatur (døgn);Høyeste middelvind (døgn)
Oslo - Blindern;SN18700;04.09.2018;0;10,7;22,2;3,5
Oslo - Blindern;SN18700;05.09.2018;0,3;14,6;20,9;3,9
Oslo - Blindern;SN18700;06.09.2018;0;14,8;17,1;4,1
Oslo - Blindern;SN18700;07.09.2018;2,2;14,1;17,3;7
Oslo - Blindern;SN18700;08.09.2018;13;12,7;17,8;8,2
Oslo - Blindern;SN18700;09.09.2018;8,5;12,2;16,5;5,4
Oslo - Blindern;SN18700;10.09.2018;41,5;13,9;18,2;6,7
Oslo - Blindern;SN18700;11.09.2018;1,2;10,9;14,7;7,2
Oslo - Blindern;SN18700;12.09.2018;23;7,4;17,8;8
Oslo - Blindern;SN18700;13.09.2018;0;6,3;16,8;6,2
Oslo - Blindern;SN18700;14.09.2018;0,1;8,4;16,8;6,9
Oslo - Blindern;SN18700;15.09.2018;0,6;5,6;17,5;6,7
Oslo - Blindern;SN18700;16.09.2018;0;3,4;13,2;5,4
Oslo - Blindern;SN18700;17.09.2018;6,3;9,5;15,8;5,3
Oslo - Blindern;SN18700;18.09.2018;0,7;11,5;19,2;7,2
Oslo - Blindern;SN18700;19.09.2018;0,1;14,6;21,1;8,5
Oslo - Blindern;SN18700;20.09.2018;0,3;11,7;17,7;10,8
Oslo - Blindern;SN18700;21.09.2018;2,6;8,2;15,5;10,6
Oslo - Blindern;SN18700;22.09.2018;19,1;9;16,3;8,4
Oslo - Blindern;SN18700;23.09.2018;0,1;4,6;15,9;5,5
Oslo - Blindern;SN18700;24.09.2018;0;2,5;13,4;6
Oslo - Blindern;SN18700;25.09.2018;0;-0,2;12,5;6,3
Oslo - Blindern;SN18700;26.09.2018;0;10,6;20,2;9,7
Oslo - Blindern;SN18700;27.09.2018;0;6,4;12,4;6,8
Oslo - Blindern;SN18700;28.09.2018;4,8;1,4;13,2;6,7
Oslo - Blindern;SN18700;29.09.2018;0,2;2,5;11,9;7,5
Oslo - Blindern;SN18700;30.09.2018;0,1;5;14,6;6,7
Oslo - Blindern;SN18700;01.10.2018;0;1,2;13;5,8
Oslo - Blindern;SN18700;02.10.2018;2,6;1,9;5,9;4,4
Oslo - Blindern;SN18700;03.10.2018;4,4;0,9;12,7;6
Oslo - Blindern;SN18700;04.10.2018;0;1,4;9,1;5,5
Oslo - Blindern;SN18700;05.10.2018;0,4;6,3;12,9;6,2
Oslo - Blindern;SN18700;06.10.2018;0;2,4;11;4,9
Oslo - Blindern;SN18700;07.10.2018;0;2,2;10,3;4,9
Oslo - Blindern;SN18700;08.10.2018;1,3;6;16,2;7,2
Oslo - Blindern;SN18700;09.10.2018;0;6;15,4;8,1
Oslo - Blindern;SN18700;10.10.2018;0;10,2;17,8;6,7
Oslo - Blindern;SN18700;11.10.2018;0;9,9;14,1;4,7
Oslo - Blindern;SN18700;12.10.2018;0;9,5;12,6;4,2
Oslo - Blindern;SN18700;13.10.2018;0;11,9;16,9;6,4
Oslo - Blindern;SN18700;14.10.2018;0;13,1;17,3;5,2
Oslo - Blindern;SN18700;15.10.2018;0,2;10,4;13,5;4,9
Oslo - Blindern;SN18700;16.10.2018;2,1;3,8;10,4;3,9
Oslo - Blindern;SN18700;17.10.2018;0,8;7;13,8;5,1
Oslo - Blindern;SN18700;18.10.2018;0,2;3,4;13,7;4,4
Oslo - Blindern;SN18700;19.10.2018;0;2,5;10,4;3,8
Oslo - Blindern;SN18700;20.10.2018;0;2,1;10,5;2,8
Oslo - Blindern;SN18700;21.10.2018;0;4,4;14,5;7,2
Oslo - Blindern;SN18700;22.10.2018;2,4;3,5;12,3;6,5
Oslo - Blindern;SN18700;23.10.2018;0;4,7;13;8,3
Oslo - Blindern;SN18700;24.10.2018;0;-1,5;8,7;5,5
Oslo - Blindern;SN18700;25.10.2018;0;-0,5;9,4;3,6
Oslo - Blindern;SN18700;26.10.2018;0;-0,6;5,1;6,2
Oslo - Blindern;SN18700;27.10.2018;0;0;3,4;7,5
Oslo - Blindern;SN18700;28.10.2018;0,3;-2,2;3,2;5,7
Oslo - Blindern;SN18700;29.10.2018;0;-1,9;0,4;7,7
Oslo - Blindern;SN18700;30.10.2018;3,5;-0,2;2,9;11,6
Oslo - Blindern;SN18700;31.10.2018;20,4;2,8;7,8;9,4
Oslo - Blindern;SN18700;01.11.2018;6,6;0,8;7,3;4,7
Oslo - Blindern;SN18700;02.11.2018;0,3;4,6;8,3;6,2
Oslo - Blindern;SN18700;03.11.2018;5,8;1,4;6,9;3,7
Oslo - Blindern;SN18700;04.11.2018;1;6,9;9,1;5,8
Oslo - Blindern;SN18700;05.11.2018;0,1;6,1;7,7;4,5
Oslo - Blindern;SN18700;06.11.2018;0;6,2;8;5,5
Oslo - Blindern;SN18700;07.11.2018;0,1;3,6;7,7;5,1
Oslo - Blindern;SN18700;08.11.2018;0;6,8;8;4,5
Oslo - Blindern;SN18700;09.11.2018;1,3;7,5;8,1;3,3
Oslo - Blindern;SN18700;10.11.2018;8,4;6,5;8,2;5,6
Oslo - Blindern;SN18700;11.11.2018;25,8;7,7;9,5;3,9
Oslo - Blindern;SN18700;12.11.2018;28,3;6,3;11,5;6,1
Oslo - Blindern;SN18700;13.11.2018;4,8;6,5;8,4;3,2
Oslo - Blindern;SN18700;14.11.2018;4,6;3,3;6,8;2,6
Oslo - Blindern;SN18700;15.11.2018;2,6;4,6;10,7;4,4
Oslo - Blindern;SN18700;16.11.2018;0;5,7;10;5,5
Oslo - Blindern;SN18700;17.11.2018;0;5;7,3;3,5
Oslo - Blindern;SN18700;18.11.2018;0;0,8;6,7;5,2
Oslo - Blindern;SN18700;19.11.2018;0;-1;3,8;5
Oslo - Blindern;SN18700;20.11.2018;0,1;-3;-1;4,5
Oslo - Blindern;SN18700;21.11.2018;0;-3,2;2,8;6,3
Oslo - Blindern;SN18700;22.11.2018;0;-4,8;1,6;3,3
Oslo - Blindern;SN18700;23.11.2018;0;-7,2;-4,4;2,4
Oslo - Blindern;SN18700;24.11.2018;0;-9,1;1,9;5,4
Oslo - Blindern;SN18700;25.11.2018;0;-1,7;1,5;5,9
Oslo - Blindern;SN18700;26.11.2018;0;-7,2;0,2;4,4
Oslo - Blindern;SN18700;27.11.2018;0;-7,4;-0,6;2,9
Oslo - Blindern;SN18700;28.11.2018;0;-9,4;-3;3,8
Oslo - Blindern;SN18700;29.11.2018;1,4;-3;2,9;5,6
Oslo - Blindern;SN18700;30.11.2018;10,1;1,9;7,2;7,5
Oslo - Blindern;SN18700;01.12.2018;8,9;4,1;7,2;6,9
Oslo - Blindern;SN18700;02.12.2018;0,4;2,1;5,1;3,8
Oslo - Blindern;SN18700;03.12.2018;16,2;4,5;6,9;3,4
Oslo - Blindern;SN18700;04.12.2018;8,9;1,9;6,4;7,6
Oslo - Blindern;SN18700;05.12.2018;0;-3,5;2,3;7,2
Oslo - Blindern;SN18700;06.12.2018;0;-4,2;-0,9;4,5
Oslo - Blindern;SN18700;07.12.2018;5,3;-0,9;0,2;4,9
Oslo - Blindern;SN18700;08.12.2018;7,7;-1;0,4;8,7
Oslo - Blindern;SN18700;09.12.2018;1;-2,5;0,7;4,5
Oslo - Blindern;SN18700;10.12.2018;0;-3,7;5,1;8,1
Oslo - Blindern;SN18700;11.12.2018;0;0,1;4,6;7,5
Oslo - Blindern;SN18700;12.12.2018;0;-5,2;1,3;3,8
Oslo - Blindern;SN18700;13.12.2018;0,4;-7;-4,6;4,4
Oslo - Blindern;SN18700;14.12.2018;0,6;-11,8;-6,7;3,6
Oslo - Blindern;SN18700;15.12.2018;0;-11,9;-4,1;4,6
Oslo - Blindern;SN18700;16.12.2018;1;-4,2;0,1;4,8
Oslo - Blindern;SN18700;17.12.2018;2,3;-2,5;-0,2;4,6
Oslo - Blindern;SN18700;18.12.2018;0;-7,1;-1,4;3,3
Oslo - Blindern;SN18700;19.12.2018;1;-3,5;1,5;5,7
Oslo - Blindern;SN18700;20.12.2018;1,6;0,6;1,9;4,6
Oslo - Blindern;SN18700;21.12.2018;1,6;-1,9;0,7;5,9
Oslo - Blindern;SN18700;22.12.2018;1,9;-3,6;-1,8;5,5
Oslo - Blindern;SN18700;23.12.2018;0;-6,6;-3,3;3,4
Oslo - Blindern;SN18700;24.12.2018;0;-10,3;-5,3;2,9
Oslo - Blindern;SN18700;25.12.2018;0;-5,5;2,3;3,6
Oslo - Blindern;SN18700;26.12.2018;0;-1,2;1,8;2,8
Oslo - Blindern;SN18700;27.12.2018;1,1;-0,9;1,4;3,3
Oslo - Blindern;SN18700;28.12.2018;1,8;-4,2;0,3;2,5
Oslo - Blindern;SN18700;29.12.2018;0;-4,7;-1,6;2,9
Oslo - Blindern;SN18700;30.12.2018;0;-2,9;-0,1;2,7
Oslo - Blindern;SN18700;31.12.2018;1,5;-1,9;2,8;4,7
Oslo - Blindern;SN18700;01.01.2019;0;1,8;7,3;10,7
Oslo - Blindern;SN18700;02.01.2019;0;-2,5;4,9;10,9
Oslo - Blindern;SN18700;03.01.2019;0;-0,6;3,2;6,8
Oslo - Blindern;SN18700;04.01.2019;0;-1,1;4,9;2,6
Oslo - Blindern;SN18700;05.01.2019;0;0,6;10,4;5,7
Oslo - Blindern;SN18700;06.01.2019;0;-2,5;2,6;2,5
Oslo - Blindern;SN18700;07.01.2019;0;-2,3;-0,4;2,7
Oslo - Blindern;SN18700;08.01.2019;6,8;-0,5;2,5;8,9
Oslo - Blindern;SN18700;09.01.2019;4,2;-1;2,4;8,5
Oslo - Blindern;SN18700;10.01.2019;0;-4,1;0,7;2,4
Oslo - Blindern;SN18700;11.01.2019;0;-3,7;6,2;5,8
Oslo - Blindern;SN18700;12.01.2019;0;-6,1;1,4;3,7
Oslo - Blindern;SN18700;13.01.2019;0,1;-7,5;0,3;4
Oslo - Blindern;SN18700;14.01.2019;0;-4,4;2,6;11,6
Oslo - Blindern;SN18700;15.01.2019;0;-6,6;1,2;8,4
Oslo - Blindern;SN18700;16.01.2019;2,3;-8,6;-3,1;4,6
Oslo - Blindern;SN18700;17.01.2019;5,8;-9,5;-2,7;6,6
Oslo - Blindern;SN18700;18.01.2019;0;-9,5;0,2;4,2
Oslo - Blindern;SN18700;19.01.2019;0;-8,1;-2,1;4,5
Oslo - Blindern;SN18700;20.01.2019;0;-9,9;-1,4;4
Oslo - Blindern;SN18700;21.01.2019;1,1;-7,6;-3,1;4,1
Oslo - Blindern;SN18700;22.01.2019;0;-6,9;-3,3;4,2
Oslo - Blindern;SN18700;23.01.2019;0;-3,4;-0,6;4,3
Oslo - Blindern;SN18700;24.01.2019;0;-3,1;-0,7;2,8
Oslo - Blindern;SN18700;25.01.2019;2,8;-3,1;-2,1;3,1
Oslo - Blindern;SN18700;26.01.2019;2,5;-5,5;-2,9;4,1
Oslo - Blindern;SN18700;27.01.2019;0,6;-6,6;-4;8,5
Oslo - Blindern;SN18700;28.01.2019;6;-6,5;-3,9;9
Oslo - Blindern;SN18700;29.01.2019;2,9;-12,5;-4,6;4
Oslo - Blindern;SN18700;30.01.2019;0;-14,1;-7,9;4,8
Oslo - Blindern;SN18700;31.01.2019;0,5;-9,5;-4,8;7,7
Oslo - Blindern;SN18700;01.02.2019;2,5;-4,8;-2,1;8,2
Oslo - Blindern;SN18700;02.02.2019;11,9;-3,7;-2,6;8
Oslo - Blindern;SN18700;03.02.2019;3,5;-7,8;-0,3;4,8
Oslo - Blindern;SN18700;04.02.2019;0;-12,6;-4;6,1
Oslo - Blindern;SN18700;05.02.2019;10,3;-4,2;-0,3;6,4
Oslo - Blindern;SN18700;06.02.2019;0,3;-10;-1,9;4,1
Oslo - Blindern;SN18700;07.02.2019;2,9;-3,8;-1,3;6,7
Oslo - Blindern;SN18700;08.02.2019;3,3;-3,8;1,6;6,6
Oslo - Blindern;SN18700;09.02.2019;15;0,3;4,2;4,8
Oslo - Blindern;SN18700;10.02.2019;6,1;0,8;3,7;5,7
Oslo - Blindern;SN18700;11.02.2019;10,2;-2,1;3,7;8,3
Oslo - Blindern;SN18700;12.02.2019;0;-6,6;0,5;6,3
Oslo - Blindern;SN18700;13.02.2019;2,2;-0,8;11,1;9,6
Oslo - Blindern;SN18700;14.02.2019;0;-1,9;6;3,6
Oslo - Blindern;SN18700;15.02.2019;0;1,1;3,3;3,8
Oslo - Blindern;SN18700;16.02.2019;0;1,1;4,3;4,2
Oslo - Blindern;SN18700;17.02.2019;0;-2,6;3,8;4,8
Oslo - Blindern;SN18700;18.02.2019;0,6;2,1;4,2;5
Oslo - Blindern;SN18700;19.02.2019;0;2,3;5,7;5,4
Oslo - Blindern;SN18700;20.02.2019;0;-1,9;5,7;5
Oslo - Blindern;SN18700;21.02.2019;9,7;-0,5;2,1;5,2
Oslo - Blindern;SN18700;22.02.2019;0,4;-1,2;1,6;5,2
Oslo - Blindern;SN18700;23.02.2019;2,1;1,1;2,5;4,9
Oslo - Blindern;SN18700;24.02.2019;0,1;1,1;4,9;2,8
Oslo - Blindern;SN18700;25.02.2019;0;0,5;5,7;3,3
Oslo - Blindern;SN18700;26.02.2019;0;1,7;10,5;3,5
Oslo - Blindern;SN18700;27.02.2019;0;-0,6;3,9;2,3
Oslo - Blindern;SN18700;28.02.2019;0;-1,7;9,6;5,3
Oslo - Blindern;SN18700;01.03.2019;0;-1,2;6,5;5,9
Oslo - Blindern;SN18700;02.03.2019;0;-5,8;5,4;2,4
Oslo - Blindern;SN18700;03.03.2019;5,6;0,5;5,2;3,5
Oslo - Blindern;SN18700;04.03.2019;5,8;1,4;3,6;8
Oslo - Blindern;SN18700;05.03.2019;3,4;-3,2;1,6;7,3
Oslo - Blindern;SN18700;06.03.2019;3,6;-3,8;-0,6;4,8
Oslo - Blindern;SN18700;07.03.2019;6,9;-0,9;2;5,8
Oslo - Blindern;SN18700;08.03.2019;12,9;0,4;3,9;10,7
Oslo - Blindern;SN18700;09.03.2019;0,8;-2,9;0,6;7,8
Oslo - Blindern;SN18700;10.03.2019;1,5;-8,1;2,5;4,9
Oslo - Blindern;SN18700;11.03.2019;0;-8,3;3,9;5,1
Oslo - Blindern;SN18700;12.03.2019;0;-8,6;-0,1;5,2
Oslo - Blindern;SN18700;13.03.2019;8,2;-1,1;3,4;4,3
Oslo - Blindern;SN18700;14.03.2019;5,6;-6,2;1,9;3,3
Oslo - Blindern;SN18700;15.03.2019;0;-0,4;1,7;3,6
Oslo - Blindern;SN18700;16.03.2019;0,6;-0,8;2,4;3,9
Oslo - Blindern;SN18700;17.03.2019;8,2;-0,6;3,3;8,5
Oslo - Blindern;SN18700;18.03.2019;8,8;0,1;6,9;9,5
Oslo - Blindern;SN18700;19.03.2019;0;-4;7,8;4,8
Oslo - Blindern;SN18700;20.03.2019;0;1,5;12,2;7,3
Oslo - Blindern;SN18700;21.03.2019;0;4;14,4;9,1
Oslo - Blindern;SN18700;22.03.2019;0;-2;9,8;6,8
Oslo - Blindern;SN18700;23.03.2019;0;3,7;10,4;9,7
Oslo - Blindern;SN18700;24.03.2019;0,2;1,2;7,8;6,6
Oslo - Blindern;SN18700;25.03.2019;0;-0,4;9,3;9,8
Oslo - Blindern;SN18700;26.03.2019;0;-1,3;8,9;6,6
Oslo - Blindern;SN18700;27.03.2019;0;-0,7;13,5;3,5
Oslo - Blindern;SN18700;28.03.2019;0;-0,3;15;6,6
Oslo - Blindern;SN18700;29.03.2019;0;4,8;15,5;9,6
Oslo - Blindern;SN18700;30.03.2019;0;3,7;11,1;6,2
Oslo - Blindern;SN18700;31.03.2019;1,3;1,6;7,3;8
Oslo - Blindern;SN18700;01.04.2019;0;-4,5;7,7;6,9
Oslo - Blindern;SN18700;02.04.2019;0;0,7;9,6;6,1
Oslo - Blindern;SN18700;03.04.2019;0;2,1;5,8;6,3
Oslo - Blindern;SN18700;04.04.2019;0,1;4,1;14,2;6
Oslo - Blindern;SN18700;05.04.2019;0;4,7;11,2;7,5
Oslo - Blindern;SN18700;06.04.2019;0;1,2;11,6;5,5
Oslo - Blindern;SN18700;07.04.2019;0;2,7;10,4;7,6
Oslo - Blindern;SN18700;08.04.2019;0;1;8,6;9,3
Oslo - Blindern;SN18700;09.04.2019;0;-3,1;7,4;7,6
Oslo - Blindern;SN18700;10.04.2019;0;-0,8;6,3;6,2
Oslo - Blindern;SN18700;11.04.2019;0;-1,1;7,7;4,5
Oslo - Blindern;SN18700;12.04.2019;0;-4,2;9,5;4,6
Oslo - Blindern;SN18700;13.04.2019;0;-1,4;11,2;4,7
Oslo - Blindern;SN18700;14.04.2019;0;-1,8;11,7;4,4
Oslo - Blindern;SN18700;15.04.2019;0;-2,2;13,2;4,4
Oslo - Blindern;SN18700;16.04.2019;0;1,2;11,3;4,8
Oslo - Blindern;SN18700;17.04.2019;0;1,9;15,5;4,7
Oslo - Blindern;SN18700;18.04.2019;0;1,4;18,2;3,7
Oslo - Blindern;SN18700;19.04.2019;0;2,1;19,7;3,8
Oslo - Blindern;SN18700;20.04.2019;0;2,3;20,2;4,4
Oslo - Blindern;SN18700;21.04.2019;0;5,2;19,8;4
Oslo - Blindern;SN18700;22.04.2019;0;5,7;19,1;6,2
Oslo - Blindern;SN18700;23.04.2019;0;3,8;20;4,9
Oslo - Blindern;SN18700;24.04.2019;0;9,5;20,1;7,5
Oslo - Blindern;SN18700;25.04.2019;0,1;10,9;17,9;7,7
Oslo - Blindern;SN18700;26.04.2019;1,5;9,9;20,1;6
Oslo - Blindern;SN18700;27.04.2019;0,1;11,3;20;7,2
Oslo - Blindern;SN18700;28.04.2019;9,5;9,9;21,4;8,3
Oslo - Blindern;SN18700;29.04.2019;0;7;24,3;4,9
Oslo - Blindern;SN18700;30.04.2019;0;13,1;22,8;4,9
Oslo - Blindern;SN18700;01.05.2019;0;10,5;17,8;4,3
Oslo - Blindern;SN18700;02.05.2019;0,5;3,9;13,9;10,3
Oslo - Blindern;SN18700;03.05.2019;0;-1,4;8,9;7,7
Oslo - Blindern;SN18700;04.05.2019;0,4;0;11;9,5
Oslo - Blindern;SN18700;05.05.2019;0,9;-0,3;11,3;5,8
Oslo - Blindern;SN18700;06.05.2019;0,2;1,6;7,2;9,2
Oslo - Blindern;SN18700;07.05.2019;0,9;1,2;9,4;7
Oslo - Blindern;SN18700;08.05.2019;0;-1,8;11,8;5,9
Oslo - Blindern;SN18700;09.05.2019;0,3;2,7;7,8;7,2
Oslo - Blindern;SN18700;10.05.2019;10,5;7,5;9,9;3,5
Oslo - Blindern;SN18700;11.05.2019;15,2;7;10,4;5,8
Oslo - Blindern;SN18700;12.05.2019;0,6;4,9;12,6;8,8
Oslo - Blindern;SN18700;13.05.2019;0;2;14,1;6,5
Oslo - Blindern;SN18700;14.05.2019;0;4,4;17,9;5,3
Oslo - Blindern;SN18700;15.05.2019;0;4;19,9;5
Oslo - Blindern;SN18700;16.05.2019;0;7,8;21,9;5,1
Oslo - Blindern;SN18700;17.05.2019;0;9;22,6;6,6
Oslo - Blindern;SN18700;18.05.2019;4,4;9,4;20,3;7,7
Oslo - Blindern;SN18700;19.05.2019;12,3;12,1;18,7;6,3
Oslo - Blindern;SN18700;20.05.2019;0,1;11,1;17,6;5,7
Oslo - Blindern;SN18700;21.05.2019;2;14,8;24,8;5,6
Oslo - Blindern;SN18700;22.05.2019;0,9;14,1;22,7;6,2
Oslo - Blindern;SN18700;23.05.2019;0;9;14,2;7,1
Oslo - Blindern;SN18700;24.05.2019;12,3;8,7;14,2;5,9
Oslo - Blindern;SN18700;25.05.2019;8,9;6,4;17,6;5,4
Oslo - Blindern;SN18700;26.05.2019;0,6;7,9;15,8;9,6
Oslo - Blindern;SN18700;27.05.2019;0;8;13,6;5,8
Oslo - Blindern;SN18700;28.05.2019;0,3;6,5;17,4;7,7
Oslo - Blindern;SN18700;29.05.2019;1,8;4,4;16,1;6,8
Oslo - Blindern;SN18700;30.05.2019;0,7;7,6;12,9;6,3
Oslo - Blindern;SN18700;31.05.2019;9,2;2,9;19,8;6,6
Oslo - Blindern;SN18700;01.06.2019;2;8,6;17;5,2
Oslo - Blindern;SN18700;02.06.2019;1,7;6,8;19,2;5,7
Oslo - Blindern;SN18700;03.06.2019;5,9;10,7;17,9;6,3
Oslo - Blindern;SN18700;04.06.2019;0;8,4;18,8;7,2
Oslo - Blindern;SN18700;05.06.2019;0;8,1;16,9;6,4
Oslo - Blindern;SN18700;06.06.2019;2,5;12,3;28;6,5
Oslo - Blindern;SN18700;07.06.2019;27,8;14,6;19;6,1
Oslo - Blindern;SN18700;08.06.2019;0,3;11,5;19,6;3,6
Oslo - Blindern;SN18700;09.06.2019;15,9;11,3;15,3;7
Oslo - Blindern;SN18700;10.06.2019;3,9;7,1;19,2;6,8
Oslo - Blindern;SN18700;11.06.2019;0;8;21,3;6
Oslo - Blindern;SN18700;12.06.2019;18,1;8,7;16,4;9,6
Oslo - Blindern;SN18700;13.06.2019;18,4;8,7;15,5;8,3
Oslo - Blindern;SN18700;14.06.2019;0,3;10,6;19,8;4,3
Oslo - Blindern;SN18700;15.06.2019;1,9;10;25,9;4,1
Oslo - Blindern;SN18700;16.06.2019;0;15,4;22,9;5,4
Oslo - Blindern;SN18700;17.06.2019;0,2;12,5;20,8;8,2
Oslo - Blindern;SN18700;18.06.2019;0,1;12,3;19,2;6,8
Oslo - Blindern;SN18700;19.06.2019;0;10,8;20,7;5,2
Oslo - Blindern;SN18700;20.06.2019;18,2;12,9;17,9;5,3
Oslo - Blindern;SN18700;21.06.2019;0,1;11;19,7;8,4
Oslo - Blindern;SN18700;22.06.2019;0,7;8,5;21,2;6,8
Oslo - Blindern;SN18700;23.06.2019;0;7,4;20;4,5
Oslo - Blindern;SN18700;24.06.2019;0;9,4;24,2;4
Oslo - Blindern;SN18700;25.06.2019;0;12,9;21,2;5,2
Oslo - Blindern;SN18700;26.06.2019;3,7;12,4;23,2;2,9
Oslo - Blindern;SN18700;27.06.2019;3,1;12,5;22,7;12,8
Oslo - Blindern;SN18700;28.06.2019;0;13,4;24,6;5,4
Oslo - Blindern;SN18700;29.06.2019;0;12,7;26,7;5,4
Oslo - Blindern;SN18700;30.06.2019;0;14,7;24,6;5,9
Oslo - Blindern;SN18700;01.07.2019;0,2;13,6;23,9;7,4
Oslo - Blindern;SN18700;02.07.2019;2,1;10,4;19,5;6,6
Oslo - Blindern;SN18700;03.07.2019;0,4;9,4;18,2;7,6
Oslo - Blindern;SN18700;04.07.2019;0,6;9,2;18,7;8,7
Oslo - Blindern;SN18700;05.07.2019;1,5;9,3;22,3;6,5
Oslo - Blindern;SN18700;06.07.2019;0;11,6;17,8;6,5
Oslo - Blindern;SN18700;07.07.2019;7,3;11,2;20,3;6,3
Oslo - Blindern;SN18700;08.07.2019;1,2;11,8;21,1;6,4
Oslo - Blindern;SN18700;09.07.2019;0;13,2;22,9;5,3
Oslo - Blindern;SN18700;10.07.2019;0;11,1;26,4;4,6
Oslo - Blindern;SN18700;11.07.2019;0;12,3;26,8;5,4
Oslo - Blindern;SN18700;12.07.2019;0;11,5;25,4;5,1
Oslo - Blindern;SN18700;13.07.2019;0;13,5;25,2;4,8
Oslo - Blindern;SN18700;14.07.2019;0,2;13,9;22,9;4,8
Oslo - Blindern;SN18700;15.07.2019;0,2;14,1;21,1;8,4
Oslo - Blindern;SN18700;16.07.2019;7,5;10,4;21,9;8,2
Oslo - Blindern;SN18700;17.07.2019;0,5;11;23;7,5
Oslo - Blindern;SN18700;18.07.2019;0;14;20,5;6,1
Oslo - Blindern;SN18700;19.07.2019;0,2;13,1;18,7;5,5
Oslo - Blindern;SN18700;20.07.2019;15,1;14,4;22,8;5,3
Oslo - Blindern;SN18700;21.07.2019;8,2;15,7;19,3;5,1
Oslo - Blindern;SN18700;22.07.2019;5,3;11,7;21,3;6,1
Oslo - Blindern;SN18700;23.07.2019;4,5;15,2;26,6;4,1
Oslo - Blindern;SN18700;24.07.2019;0;17,8;26,3;3,5
Oslo - Blindern;SN18700;25.07.2019;0;14,6;28,2;3,9
Oslo - Blindern;SN18700;26.07.2019;0;16,8;31,7;3
Oslo - Blindern;SN18700;27.07.2019;0;21,3;30,5;5,7
Oslo - Blindern;SN18700;28.07.2019;0,3;21,5;30,5;6,1
Oslo - Blindern;SN18700;29.07.2019;0,5;20,2;30,1;6,3
Oslo - Blindern;SN18700;30.07.2019;0;11,4;26,8;9,5
Oslo - Blindern;SN18700;31.07.2019;2,6;12;16,8;3,9
Oslo - Blindern;SN18700;01.08.2019;0,1;13,7;24,5;3,4
Oslo - Blindern;SN18700;02.08.2019;0;12,1;27,6;3,5
Oslo - Blindern;SN18700;03.08.2019;0;13,1;25,7;4,2
Oslo - Blindern;SN18700;04.08.2019;25,5;15,4;22,1;5,5
Oslo - Blindern;SN18700;05.08.2019;0,3;15,2;18,1;4,2
Oslo - Blindern;SN18700;06.08.2019;0;12,8;18,2;3,2
Oslo - Blindern;SN18700;07.08.2019;0;13,9;22;6,4
Oslo - Blindern;SN18700;08.08.2019;3,3;15,2;22,8;4,4
Oslo - Blindern;SN18700;09.08.2019;0,3;12;24,3;5,4
Oslo - Blindern;SN18700;10.08.2019;3,7;14,8;20,1;4,5
Oslo - Blindern;SN18700;11.08.2019;28,1;15,7;20,3;6,3
Oslo - Blindern;SN18700;12.08.2019;3;15,9;21,2;6,9
Oslo - Blindern;SN18700;13.08.2019;0,2;13,5;21,9;5,7
Oslo - Blindern;SN18700;14.08.2019;1;12;19,2;4,6
Oslo - Blindern;SN18700;15.08.2019;0;8,5;20;5,1
Oslo - Blindern;SN18700;16.08.2019;1,7;13,2;19,2;5,8
Oslo - Blindern;SN18700;17.08.2019;3,7;13,4;16,5;6
Oslo - Blindern;SN18700;18.08.2019;11,6;13,1;19,3;6,1
Oslo - Blindern;SN18700;19.08.2019;3,5;11,9;20,1;7,5
Oslo - Blindern;SN18700;20.08.2019;3,5;10,8;20,2;6,9
Oslo - Blindern;SN18700;21.08.2019;0,1;11,5;20,4;5,2
Oslo - Blindern;SN18700;22.08.2019;0;9,1;17,2;8,6
Oslo - Blindern;SN18700;23.08.2019;13,4;12,6;23,3;5,7
Oslo - Blindern;SN18700;24.08.2019;0;10,2;23,5;4,4
Oslo - Blindern;SN18700;25.08.2019;0,1;15,7;24;5,3
Oslo - Blindern;SN18700;26.08.2019;0;13,9;25,1;4,5
Oslo - Blindern;SN18700;27.08.2019;0;13,1;26,8;2,8
Oslo - Blindern;SN18700;28.08.2019;0,1;15,3;22,8;4
Oslo - Blindern;SN18700;29.08.2019;13,4;16,8;20,6;6,6
Oslo - Blindern;SN18700;30.08.2019;10,5;9,6;19,2;7,3
Oslo - Blindern;SN18700;31.08.2019;0;16,3;19,2;6,8
Oslo - Blindern;SN18700;01.09.2019;34,1;13,9;19,4;5,1
Oslo - Blindern;SN18700;02.09.2019;1;7,2;19,6;5
Oslo - Blindern;SN18700;03.09.2019;3,1;8,4;18,5;4,6
Oslo - Blindern;SN18700;04.09.2019;6,7;7,5;14,3;4,4
Oslo - Blindern;SN18700;05.09.2019;31;8,8;17,1;6,6
Oslo - Blindern;SN18700;06.09.2019;0,1;4,8;14,9;4,9
Oslo - Blindern;SN18700;07.09.2019;18,1;10,5;13,2;5,6
Oslo - Blindern;SN18700;08.09.2019;3;8,6;13;7,4
Oslo - Blindern;SN18700;09.09.2019;0,1;10,4;14,3;5,4
Oslo - Blindern;SN18700;10.09.2019;0,1;12,3;17,9;6,9
Oslo - Blindern;SN18700;11.09.2019;4,7;12,1;16,5;7,7
Oslo - Blindern;SN18700;12.09.2019;6,7;7,9;17,5;6,8
Oslo - Blindern;SN18700;13.09.2019;0;7,4;17,3;7,8
Oslo - Blindern;SN18700;14.09.2019;0;4,9;13,6;5,8
